,Type,Entity 1,Relationship,Type.1,Entity2
5760,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 of Cultural Property Implementation Act
5761,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 following request by Government
5762,GPE,USA, imposed ,O, emergency import restrictions on Property originating from region of Cara Sucia following request by Government
5763,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 following request
5764,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 following request
5765,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating following request by Government
5766,PERSON,Cara Sucia, is ,GPE, major archaeological site located in El Salvador near border with Guatemala in department of Ahuachapán
5767,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 following request by Government of El Salvador
5768,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region following request by Government of El Salvador
5769,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government
5770,PERSON,Cara Sucia, is ,O, archaeological site located in El Salvador
5771,PERSON,Cara Sucia, is ,O, major archaeological site located in western El Salvador
5772,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
5773,GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303
5774,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
5775,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia following request by Government of El Salvador
5776,PERSON,Cara Sucia, is ,O, archaeological site located in El Salvador near border in department of Ahuachapán
5777,PERSON,Cara Sucia, is ,O, major archaeological site located
5778,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region following request by Government
5779,ORG,United States Customs Service, Import Restrictions on ,O, Archaeological Material
5780,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act
5781,PERSON,Paul Amaroli, document ,O, looting of Cara Sucia region
5782,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303
5783,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 following request
5784,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 following request by Government
5785,GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region following request
5786,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia
5787,PERSON,Cara Sucia, is ,O, site located in El Salvador
5788,PERSON,Cara Sucia, is ,GPE, archaeological site located near border with Guatemala in department of Ahuachapán
5789,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region under section 303 of Cultural Property Implementation Act
5790,GPE,USA, imposed ,O, emergency import restrictions on Property originating following request
5791,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 following request
5792,PERSON,Cara Sucia, is ,GPE, major archaeological site located near border with Guatemala in department
5793,GPE,El Salvador, has prohibited ,O, export of objects
5794,PERSON,Cara Sucia, is ,O, major archaeological site located in El Salvador near border in department of Ahuachapán
5795,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request
5796,ORG,United States Customs Service, Import Restrictions on ,O, Archaeological Material from El Salvador
5797,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia following request
5798,PERSON,Cara Sucia, is ,GPE, site located near border with Guatemala in department
5799,PERSON,Cara Sucia, is ,O, major site located near border in department
5800,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia following request by Government
5801,PERSON,Cara Sucia, is ,O, site located in El Salvador near border in department
5802,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating following request
5803,GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act
5804,GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 following request by Government of El Salvador
5805,PERSON,Cara Sucia, is ,O, archaeological site located in western El Salvador
